Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 14:00:00,28.2,28.2,28.2,,28.4,0,0,0,20,321,,12.4,19.1,47.31,Clear
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 15:00:00,28,28,28,,28.2,0,0,0,21.1,319,,10,19.1,47.07,Clear
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 16:00:00,27.2,27.2,27.2,,27.5,0,0,0,20.2,318,,10,19.1,48.11,Clear
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 17:00:00,27,27,27,,27.6,0,0,0,20,309,,12.4,28.4,52.49,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 18:00:00,26.2,26.2,26.2,,,0,0,0,20.1,324,,10,28.4,54.95,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 19:00:00,25,25,25,,,0,0,0,19.2,331,,10,49.2,60.61,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 20:00:00,25,25,25,,,0,0,0,14.8,330,,10,50,61.16,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 21:00:00,24,24,24,,,0,0,0,11.4,340,,10,37.7,62.45,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 22:00:00,23.9,23.9,23.9,,,0,0,0,7.5,328,,10,49.2,64.81,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/24/2020 23:00:00,23.2,23.2,23.2,,,0,0,0,6.3,310,,10,44.6,66.02,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 00:00:00,23.2,23.2,23.2,,,0,0,0,6.3,302,,10,37,67.52,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 01:00:00,23,23,23,,,0,0,0,5.8,27,,10,49,69.29,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 02:00:00,22.4,22.4,22.4,,,0,0,0,4.3,108,,10,49,71.61,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 03:00:00,21.4,21.4,21.4,,,0,0,0,5.5,133,,10,49,72.29,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 04:00:00,20.4,20.4,20.4,,,0,0,0,6.1,115,,10,35.4,76.17,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 05:00:00,20.4,20.4,20.4,,,0,0,0,5.3,135,,10,43,76.17,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 06:00:00,20.3,20.3,20.3,,,0,0,0,4.8,99,,10,37,76.45,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 07:00:00,22.1,22.1,22.1,,,0,0,0,7.6,140,,10,30,68.78,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 08:00:00,24.2,24.2,24.2,,,0,0,0,4.2,354,,13.1,41.4,64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 09:00:00,25,25,25,,,0,0,0,7.4,286,,10,55,61.26,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 10:00:00,26,26,26,,,0,0,0,8.7,255,,12.4,57.5,57.67,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 11:00:00,26.7,26.7,26.7,,27.4,0,0,0,13.9,277,,10,49.2,54.93,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 12:00:00,27.3,27.3,27.3,,27.7,0,0,0,12.4,311,,12.4,49.2,51.03,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 13:00:00,28,28,28,,28.5,0,0,0,18.5,304,,12.4,33,51.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 14:00:00,27.8,27.8,27.8,,28.4,0,0,0,18.3,307,,12.4,28.4,51.42,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 15:00:00,27.5,27.5,27.5,,28.1,0,0,0,17.3,307,,12.4,28.4,52.79,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 16:00:00,27.5,27.5,27.5,,28.4,0,0,0,18.7,316,,12.4,28.4,56.36,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 17:00:00,27.2,27.2,27.2,,28.1,0,0,0,18.8,321,,12.4,28.4,56.68,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 18:00:00,26.8,26.8,26.8,,27.8,0,0,0,16.1,334,,12.4,19.1,59.05,Clear
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 19:00:00,25.8,25.8,25.8,,,0,0,0,15.8,336,,10,28.4,63.24,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 20:00:00,24.8,24.8,24.8,,,0,0,0,13.3,334,,10,19.1,66.62,Clear
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 21:00:00,24,24,24,,,0,0,0,11.6,342,,10,19.1,70.38,Clear
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 22:00:00,23.9,23.9,23.9,,,0,0,0,9,354,,10,40,72.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/25/2020 23:00:00,23.7,23.7,23.7,,,0,0,0,7.2,6,,10,40,70.4,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 00:00:00,23.1,23.1,23.1,,,0,0,0,3.8,309,,10,49.2,73.66,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 01:00:00,23,23,23,,,0,0,0,3.6,314,,10,49.2,73.47,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 02:00:00,23,23,23,,,0,0,0,6,209,,10,83.5,73.05,Overcast
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 03:00:00,23.2,23.2,23.2,,,0,0,0,7.3,210,,10,53.8,72.27,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 04:00:00,22.7,22.7,22.7,,,0,0,0,6.4,175,,10,49.2,74.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 05:00:00,21.5,21.5,21.5,,,0,0,0,6.9,158,,10,40,79.33,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 06:00:00,21.3,21.3,21.3,,,0,0,0,6.3,167,,10,33,79.72,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 07:00:00,22.4,22.4,22.4,,,0,0,0,5.4,147,,10,28.4,76.49,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 08:00:00,24.3,24.3,24.3,,,0,0,0,6.5,188,,12.4,29.9,68.15,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 09:00:00,26,26,26,,,0,0,0,4.8,306,,10,37.7,60.95,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 10:00:00,27,27,27,,27.9,0,0,0,5.1,245,,12.4,19.1,57.86,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 11:00:00,27.8,27.8,27.8,,29,0,0,0,8.6,314,,12.4,6,57.82,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 12:00:00,28.6,28.6,28.6,,29.8,0,0,0,13,290,,12.4,0,55.67,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 13:00:00,29,29,29,,30.2,0,0,0,15.3,294,,10,0,54.3,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 14:00:00,29,29,29,,30.3,0,0,0,16.3,304,,12.4,0,55.04,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 15:00:00,28.8,28.8,28.8,,30.2,0,0,0,17.5,311,,12.4,0,55.69,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 16:00:00,28.3,28.3,28.3,,29.7,0,0,0,18.4,309,,12.4,0,58.93,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 17:00:00,28,28,28,,29.7,0,0,0,15.1,328,,10,17.9,61.76,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 18:00:00,27.9,27.9,27.9,,29.7,0,0,0,13,320,,10,17.9,63.48,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 19:00:00,26.8,26.8,26.8,,28.3,0,0,0,12.3,325,,12.4,19.1,67.27,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 20:00:00,25.8,25.8,25.8,,,0,0,0,11.4,330,,10,19.1,70.44,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 21:00:00,25,25,25,,,0,0,0,8,338,,10,19.1,74.95,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 22:00:00,24.8,24.8,24.8,,,0,0,0,6,339,,10,19.5,75.95,Clear
"תל אביב - יפו, תל אביב, ישראל",06/26/2020 23:00:00,23.8,23.8,23.8,,,0,0,0,2.8,37,,10,14.5,79.18,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 00:00:00,24,24,24,,,0,0,0,3.8,127,,10,14.5,77.19,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 01:00:00,23.3,23.3,23.3,,,0,0,0,4.2,116,,10,6,79.55,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 02:00:00,22.5,22.5,22.5,,,0,0,0,5.2,130,,10,23.9,79.88,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 03:00:00,22.3,22.3,22.3,,,0,0,0,7.9,154,,10,47.8,81.49,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 04:00:00,21.8,21.8,21.8,,,0,0,0,5.4,185,,10,26.1,83.84,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 05:00:00,21.8,21.8,21.8,,,0,0,0,8.4,153,,10,37.7,81.04,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 06:00:00,21,21,21,,,0,0,0,7.7,358,,10,0,83.7,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 07:00:00,22.3,22.3,22.3,,,0,0,0,6.7,141,,10,0,78.68,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 08:00:00,23.5,23.5,23.5,,,0,0,0,11.2,190,,10,6.1,81.85,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 09:00:00,25.3,25.3,25.3,,,0,0,0,11.6,229,,10,28.4,74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 10:00:00,27,27,27,,28.6,0,0,0,12.2,209,,10,40,65.99,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 11:00:00,28.3,28.3,28.3,,30.4,0,0,0,10.6,255,,12.4,28.4,64.47,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 12:00:00,29.1,29.1,29.1,,31.3,0,0,0,15.5,272,,12.4,19.1,61.02,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 13:00:00,29.8,29.8,29.8,,32.2,0,0,0,13.6,287,,12.4,0,58.59,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 14:00:00,29.3,29.3,29.3,,31.2,0,0,0,15.5,293,,12.4,6,57.81,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 15:00:00,29.8,29.8,29.8,,31.5,0,0,0,15.8,286,,10,28.4,54.45,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 16:00:00,29.3,29.3,29.3,,31.4,0,0,0,13.6,307,,10,28.4,59.48,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 17:00:00,29.6,29.6,29.6,,31.8,0,0,0,14.1,312,,10,28.4,58.39,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 18:00:00,28.9,28.9,28.9,,30.7,0,0,0,16.6,310,,10,0,58.08,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 19:00:00,27.8,27.8,27.8,,29.7,0,0,0,11.5,336,,10,17.9,64.76,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 20:00:00,27,27,27,,28.7,0,0,0,8.9,310,,10,0,68.62,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 21:00:00,26,26,26,,,0,0,0,7.1,305,,10,0,71.38,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 22:00:00,25.7,25.7,25.7,,,0,0,0,5.1,304,,10,0,71.55,Clear
"תל אביב - יפו, תל אביב, ישראל",06/27/2020 23:00:00,25,25,25,,,0,0,0,7.6,280,,10,0,73.8,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 00:00:00,24.3,24.3,24.3,,,0,0,0,5.7,231,,10,0,77.04,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 01:00:00,23.8,23.8,23.8,,,0,0,0,5.7,240,,10,0,84.18,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 02:00:00,23.4,23.4,23.4,,,0,0,0,7.1,172,,10,0,84.8,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 03:00:00,22.8,22.8,22.8,,,0,0,0,5.3,167,,8.6,47.8,87.53,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 04:00:00,22.6,22.6,22.6,,,0,0,0,6.8,165,,8.5,53.8,85.26,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 05:00:00,22.5,22.5,22.5,,,0,0,0,8.7,153,,9,67.7,84.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 06:00:00,22.6,22.6,22.6,,,0,0,0,10.8,159,,6,73.9,89.55,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 07:00:00,23,23,23,,,0,0,0,13,150,,6,61.9,83.22,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 08:00:00,24.1,24.1,24.1,,,0,0,0,10.5,165,,7.5,83.5,79.62,Overcast
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 09:00:00,25.1,25.1,25.1,,,0,0,0,12.3,194,,9.5,88.1,74.71,Overcast
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 10:00:00,27,27,27,,28.5,0,0,0,14.8,220,,10,89.1,65.57,Overcast
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 11:00:00,28.8,28.8,28.8,,31.1,0,0,0,12.6,240,,10,28.4,62.22,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 12:00:00,29.6,29.6,29.6,,31.9,0,0,0,15.9,272,,10,19.1,59.28,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 13:00:00,29.8,29.8,29.8,,31.8,0,0,0,15.9,272,,10,19.1,56.87,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 14:00:00,29.8,29.8,29.8,,31.8,0,0,0,17.3,274,,10,19.1,56.94,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 15:00:00,29.8,29.8,29.8,,31.9,0,0,0,15.9,281,,10,19.1,56.73,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 16:00:00,29.5,29.5,29.5,,31.6,0,0,0,15.3,283,,10,6,58.3,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 17:00:00,29.5,29.5,29.5,,31.9,0,0,0,13.3,291,,10,19.1,60.33,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 18:00:00,29.2,29.2,29.2,,31.3,0,0,0,12.4,296,,10,28.4,59.62,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 19:00:00,27.8,27.8,27.8,,29.9,0,0,0,12,299,,10,28.4,67.4,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 20:00:00,26,26,26,,,0,0,0,13,290,,10,27.8,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 21:00:00,25.7,25.7,25.7,,,0,0,0,5.7,241,,10,14.5,75.02,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 22:00:00,24.8,24.8,24.8,,,0,0,0,7.7,233,,10,0,80.08,Clear
"תל אביב - יפו, תל אביב, ישראל",06/28/2020 23:00:00,24.6,24.6,24.6,,,0,0,0,8.6,225,,10,0,80.67,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 00:00:00,23.8,23.8,23.8,,,0,0,0,7.6,227,,10,17.9,84.28,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 01:00:00,24,24,24,,,0,0,0,7.6,202,,10,83.5,84.73,Overcast
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 02:00:00,24,24,24,,,0,0,0,8.1,189,,9.5,69.3,83.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 03:00:00,23.7,23.7,23.7,,,0,0,0,6.2,169,,9.5,53.8,84.23,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 04:00:00,23,23,23,,,0,0,0,8.6,158,,9.5,57.5,87.68,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 05:00:00,23.2,23.2,23.2,,,0,0,0,9.5,175,,10,63.1,87.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 06:00:00,23,23,23,,,0,0,0,9.5,176,,8.4,48.2,84.55,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 07:00:00,23.9,23.9,23.9,,,0,0,0,11.7,176,,9,50.8,80.34,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 08:00:00,25,25,25,,,0,0,0,13.2,187,,9.5,70.7,74.89,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 09:00:00,26,26,26,,,0,0,0,12.1,195,,10,57.5,68.94,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 10:00:00,28,28,28,,29.7,0,0,0,13.4,220,,10,49.2,62.66,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 11:00:00,28.8,28.8,28.8,,30.7,0,0,0,17.9,254,,10,33,60.13,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 12:00:00,29,29,29,,31.2,0,0,0,20.2,264,,10,23.9,61.04,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 13:00:00,29.2,29.2,29.2,,31.2,0,0,0,19.6,266,,10,23.9,58.24,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 14:00:00,29.2,29.2,29.2,,31.3,0,0,0,16.6,264,,10,0,58.91,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 15:00:00,29.6,29.6,29.6,,31.6,0,0,0,15.8,268,,12.4,17.9,57.51,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 16:00:00,29,29,29,,31.4,0,0,0,14.4,287,,10,17.9,61.7,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 17:00:00,29,29,29,,31.4,0,0,0,14,279,,10,6,62.2,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 18:00:00,28.3,28.3,28.3,,30.5,0,0,0,13,295,,10,6,65.14,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 19:00:00,27,27,27,,28.9,0,0,0,12.6,277,,10,33,69.16,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 20:00:00,26,26,26,,,0,0,0,9,273,,10,28.4,72.86,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 21:00:00,25,25,25,,,0,0,0,9.1,235,,10,19.1,78.01,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 22:00:00,24.7,24.7,24.7,,,0,0,0,9.1,224,,10,19.1,79.13,Clear
"תל אביב - יפו, תל אביב, ישראל",06/29/2020 23:00:00,24.5,24.5,24.5,,,0,0,0,8.2,212,,10,28.4,79.07,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 00:00:00,23.8,23.8,23.8,,,0,0,0,9.4,209,,10,37,82.33,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 01:00:00,23.7,23.7,23.7,,,0,0,0,9.2,189,,10,70.3,83.78,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 02:00:00,23.4,23.4,23.4,,,0,0,0,5.1,166,,10,49,83.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 03:00:00,22.7,22.7,22.7,,,0,0,0,8.5,162,,10,49,84.6,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 04:00:00,22.7,22.7,22.7,,,0,0,0,10.3,167,,10,44.6,85,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 05:00:00,22.7,22.7,22.7,,,0,0,0,10.6,157,,10,63.1,84.98,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 06:00:00,22.7,22.7,22.7,,,0,0,0,11.7,168,,10,55.4,84.56,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 07:00:00,23.5,23.5,23.5,,,0,0,0,13,170,,10,49.2,80.06,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 08:00:00,24.2,24.2,24.2,,,0,0,0,13.5,200,,12.4,69.6,77.36,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 09:00:00,25,25,25,,,0,0,0,12.1,194,,10,48.2,70.72,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 10:00:00,26.3,26.3,26.3,,,0,0,0,13.8,243,,12.4,63.1,64.4,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 11:00:00,27.5,27.5,27.5,,28.7,0,0,0,15.7,249,,10,63.1,59.77,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 12:00:00,28.3,28.3,28.3,,29.3,0,0,0,15.3,239,,12.4,49.2,55.49,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 13:00:00,29,29,29,,30.5,0,0,0,19.7,263,,10,49.2,55.98,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 14:00:00,29.2,29.2,29.2,,30.7,0,0,0,17.9,269,,12.4,33,55.37,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 15:00:00,29,29,29,,30.5,0,0,0,16.8,253,,12.4,33,56.93,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 16:00:00,29,29,29,,30.3,0,0,0,14.4,271,,12.4,33,54.95,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 17:00:00,28.8,28.8,28.8,,30.3,0,0,0,14.6,257,,10,28.4,57.55,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 18:00:00,28,28,28,,29.5,0,0,0,14,259,,12.4,28.4,60.01,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 19:00:00,26.8,26.8,26.8,,28.2,0,0,0,13,258,,10,53.8,66.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 20:00:00,25.8,25.8,25.8,,,0,0,0,11.8,250,,10,49.2,70.49,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 21:00:00,25,25,25,,,0,0,0,11.1,240,,10,44.6,74.15,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 22:00:00,24.5,24.5,24.5,,,0,0,0,8.2,235,,10,33,75.18,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",06/30/2020 23:00:00,23.7,23.7,23.7,,,0,0,0,8.4,218,,10,17.9,78.84,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 00:00:00,23.3,23.3,23.3,,,0,0,0,8.3,197,,10,6,80.29,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 01:00:00,23.3,23.3,23.3,,,0,0,0,7.6,176,,10,33,80.33,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 02:00:00,22.5,22.5,22.5,,,0,0,0,8.1,165,,10,65,83.56,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 03:00:00,22.3,22.3,22.3,,,0,0,0,8.4,169,,10,69.6,85.24,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 04:00:00,22.3,22.3,22.3,,,0,0,0,9.2,163,,10,44.6,85.44,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 05:00:00,22.3,22.3,22.3,,,0,0,0,11.3,161,,10,28.4,82.2,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 06:00:00,22.3,22.3,22.3,,,0,0,0,9.8,162,,10,44.6,81.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 07:00:00,23,23,23,,,0,0,0,9.9,172,,10,28.4,75.43,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 08:00:00,24.8,24.8,24.8,,,0,0,0,13.3,180,,10,23.9,70,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 09:00:00,25.8,25.8,25.8,,,0,0,0,12,207,,10,49.2,66.36,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 10:00:00,27.5,27.5,27.5,,28.7,0,0,0,11.5,226,,10,19.1,59.86,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 11:00:00,28.8,28.8,28.8,,30.5,0,0,0,11.5,242,,10,6,58.51,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 12:00:00,29.3,29.3,29.3,,30.9,0,0,0,17.2,260,,10,0,56.7,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 13:00:00,30.1,30.1,30.1,,30.9,0,0,0,18.4,273,,10,0,48.59,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 14:00:00,29.3,29.3,29.3,,30.4,0,0,0,18,267,,10,6,53.24,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 15:00:00,29.1,29.1,29.1,,30.5,0,0,0,18.2,288,,10,17.9,55.64,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 16:00:00,28.3,28.3,28.3,,29.7,0,0,0,16.2,294,,10,6,58.12,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 17:00:00,29,29,29,,30.3,0,0,0,13.7,283,,10,6,55.04,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 18:00:00,28,28,28,,29.5,0,0,0,12.3,308,,10,6,60.53,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 19:00:00,27,27,27,,28.5,0,0,0,12,316,,10,19.1,65.86,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 20:00:00,26,26,26,,,0,0,0,6.2,305,,10,19.1,70.37,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 21:00:00,25.7,25.7,25.7,,,0,0,0,7,308,,10,19.1,71.32,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 22:00:00,25,25,25,,,0,0,0,9.6,305,,10,19.1,74.41,Clear
"תל אביב - יפו, תל אביב, ישראל",07/01/2020 23:00:00,24.8,24.8,24.8,,,0,0,0,6.8,346,,10,28.4,74.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",07/02/2020 00:00:00,23.8,23.8,23.8,,,0,0,0,4.4,41,,10,28.4,77.47,Partially cloudy
